Work_ID,Work_Name,Movement_Name,Track Title
14792,Ich stell leicht ab von solcher Hab,,
14960,"Woodland Sketches, Op. 51","No. 4, In Autumn",
14960,"Woodland Sketches, Op. 51","No. 3, At an Old Trysting Place",
15444,An American in Paris,,
15561,"Wozzeck, Op. 7 (Highlights)","Tschin Bum, Tschin, Bum",
15561,"Wozzeck, Op. 7, Act III",Mariens Stube - Sie liest in der Bibel,
15631,"The Geisha, Pt. 3 (Highlights Sung in German)",,
15783,O vos omnes,,
16060,"Symphony No. 10 ""Yon Hall of Thunder"", BVN 298",,
16135,"Música callada, Vol. 2","No. 15, Lento - Plaintif",
16420,"String Quintet No. 2 in G Major, Op. 33 No. 2",III. Andante con variazioni,
16558,Orphée et Euridice,Che faro senza Euridice?,
16582,Planxty Connor,,
16603,"Chamber Concerto No. 9, Op. 39",II. Andante tranquillo,
16669,"Purjein kuutamolla (Sailing in the Moonlight), Op. 31a No. 1",,
16796,"Elverhøj, Op. 100",Pas de huit,
16835,"Symphony No. 3, Op. 27, FS 60, CNW 27 ""Sinfonia espansiva""",I. Allegro espansivo,
16835,"Symphony No. 2, Op. 16, FS 29, CNW 26 ""4 Temperaments""",I. Allegro collerico,
16835,"Symphony No. 2, Op. 16, FS 29, CNW 26 ""4 Temperaments""",II. Allegro comodo e flemmatico,
16859,"Symphony No. 28 in C Major, K. 200",III. Menuetto. Allegro,
16960,"Klavermusik for små og store, Vol. 1, Op. 53, FS 148",No. 3b. Grazioso,
16960,"Klavermusik for små og store, Vol. 1, Op. 53, FS 148","No. 5, Allegro giocoso",
16960,"Klavermusik for små og store, Vol. 1, Op. 53, FS 148","No. 12, Adagio dramatico",
16960,"Klavermusik for små og store, Vol. 1, Op. 53, FS 148",No. 3a. Allegro scherzoso,
16960,"Klavermusik for små og store, Vol. 1, Op. 53, FS 148","No. 9, Allegretto civettuolo",
16960,"Klavermusik for små og store, Vol. 1, Op. 53, FS 148","No. 2, Andantino quasi allegretto",
16960,"Klavermusik for små og store, Vol. 2, Op. 53, FS 148","No. 16, Alla contadino",
16962,"Suite, Op. 45, FS 91 ""Den Luciferiske""",V. Allegretto vivo,
17241,"Feu d'artifice, Op. 4",,
17286,Guitar Suite No. 9 in D Minor,IV. Sarabande,
17324,"Pièces de viole, Book 3, Suite in G Major",VII. Courante,
17359,Pastorale,"Keyboard Sonata in D Minor, Kk. 9 (Arr. C. Tausig for Piano)",
17453,"Piano Sonata No. 1 in F Minor, Op. 2 No. 1",I. Allegro,
17674,"Symphony No. 2 in C Minor, WAB 102 (1877 Version)",IV. Finale. Mehr schnell - Sehr schnell,
17836,"Flute Concerto in B-Flat Major, Wq. 167",I. Allegretto,
17837,"Flute Concerto in A Major, Wq. 168, H. 438",III. Allegro assai,
17962,"Keyboard Sonata in F Minor, Op. 13 No. 6",III. Presto,
17967,"4 Klavierstücke, Op. 2","No. 3, Intermezzo",
18037,"Eugene Onegin, Op. 24, TH 5, Act III",Polonaise,
18040,"Nun bitten wir den heiligen Geist, BuxWV 208",,
18120,"Wohl denen, die da wandeln","4-st., c.f. im Tenor",
18155,"Parsifal, WWV 111 (Excerpts)",Prelude to Act III,
18183,6 Piezas sobre cantos populares españoles,"No. 3, Vascongada",
18202,"6 Lieder, Op. 17, TrV 149","No. 2, Standchen",
18264,"String Quartet in E-Flat Major, Op. 2 No. 3, Hob. III:9",V. Finale. Allegro,
18294,A Woman Is a Sometime Thing,,
18294,Introduction / Summertime,,
18294,"Porgy and Bess, Act II","Oh, Doctor Jesus",
18294,"Porgy and Bess, Act II","Oh, What You Want Wid Bess?",
18294,"Porgy and Bess, Act II",A Red-headed Woman Make a Choo-choo Jump,
18294,"Porgy and Bess, Act II","Here Mingo, What's de Matter wid You All?",
18294,"Porgy and Bess, Act III",Thank Gawd I's Home Again!,
18301,"There's a Boat Dat's Leavin' Soon for New York (From ""Porgy and Bess"")",,
18331,"Auf der Bruck, Op. 93 No. 2, D. 853a",,
18483,"Die Meistersinger von Nürnberg, WWV 96 (Excerpts)",Morgenlich leuchtend in rosigem Schein,
18483,"Die Meistersinger von Nürnberg, WWV 96, Act I",Halt! Meister! Nicht so geeilt!,
18483,"Die Meistersinger von Nürnberg, WWV 96, Act II",Was duftet doch der Flieder,
18483,"Die Meistersinger von Nürnberg, WWV 96, Act III",Ihr tanzt?,
18483,"Die Meistersinger von Nürnberg, WWV 96, Act III",Verachtet mir die Meister nicht,
18483,"Die Meistersinger von Nürnberg, WWV 96, Act III","Das Lied, fürwahr, ist nicht von mir",
18483,"Die Meistersinger von Nürnberg, WWV 96, Act III",Morgenlich leuchtend im rosigen Schein,
18547,"Violin Sonata No. 10 in G Major, Op. 96",III. Scherzo. Allegro,
18701,Rückert Lieder,"No. 4, Ich atmet' einen linden Duft",
18701,Rückert Lieder,"No. 5, Ich bin der Welt abHanden gekommen",
18732,"Concert Piece in D Minor, Op. 114, MWV Q24",,
18745,Suite for Orchestra,I. Allegro,
18872,"Concert Paraphrase on National Airs for Piano, Op. 48, RO 269 ""Union""",,
18873,"Piano Concerto in C-Sharp Minor, Op. 45",IV. Allegro con scioltezza,
19058,"Ciclo brasileiro, W374","No. 4, Dança do índio branco",
19169,"Carnaval de Venise, Op. 14",,
19184,Vespers,,
19342,Broadcast Commentary,,
19342,"Mefistofele, Act III",Sorge il di!,
19342,"Mefistofele, Act III",L'altra notte in fondo al mare,
19342,"Mefistofele, Prologue in the Heaven",Orchestral passage,
19632,"Die Walküre, WWV 86B, Act I",Winterstürme wichen dem Wonnemond,
19632,"Die Walküre, WWV 86B, Act II",Prelude,
19632,"Die Walküre, WWV 86B, Act II","O sag', künde!",
19633,"Les pêcheurs de perles, WD 13, Act I",Sois la bienvenue amie inconnue (Chorus),
19633,"Les pêcheurs de perles, WD 13, Act I","Seule au milieu de nous, vierge pure et sans tache (Zurga, Leila, Chorus, NouŁabędź Nadir)",
19731,Beyond the Sea,,
19736,"On This Island, Op. 11","No. 1, Let the Florid Music Praise",
19939,On the Waterfront Suite,VI. A tempo (Poco più sostenuto),
19947,"24 Preludes, Op. 34",No. 19 in E-Flat Major,
19947,"24 Preludes, Op. 34",No. 10 in C-Sharp Minor,
19956,Impresiones Íntimas,"Ic. 4 Quejas. No. 3, Gracioso",
19956,Impresiones Íntimas,"Ia. 4 Quejas. No. 1, Lento cantabile espressive",
20005,"The Snow Maiden, Op. 1, TH 19",Dance of the Jesters (Arr. R. Cramer for Wind Ensemble),
20297,3 Black Madrigals,"No. 3, Frog Autumn",
20674,"3 Small Tone Poems, RT VI/7","No. 2, Winter Night",
20946,Neue Volkslieder und Hirtengesänge,V. Rezitativ,
20956,"Prelude in E Major, BuxWV 141",Adagio,
21084,"Tosca, Act III",E lucevan le stelle,
21084,"Tosca, SC 69, Act II",Ebbene? Odi,
21084,"Tosca, SC 69, Act II",Io tenni la promessa,
21150,Minor Swing,,
21238,"Tristan und Isolde, WWV 90",Isolde! Tristan! Geliebter! - Doch es rachte sich - O sink hernieder - Soll ich lauschen?,
21238,"Tristan und Isolde, WWV 90, Act I","Hab' acht, Tristan!",
21238,"Tristan und Isolde, WWV 90, Act I",Tristan! Isolde! Treuloser Holder,
21238,"Tristan und Isolde, WWV 90, Act I","Schnell, den Mantel, den Königsschmuck!",
21238,"Tristan und Isolde, WWV 90, Act II","So stürben wir, um ungetrennt",
21238,"Tristan und Isolde, WWV 90, Act II","O sink' hernieder, Nacht der Liebe",
21238,"Tristan und Isolde, WWV 90, Act II","Getäuscht von ihm, der dich getäuscht",
21238,"Tristan und Isolde, WWV 90, Act II",Hörst du sie noch? - Dein Werk? O tör' ge Magd!,
21299,"Chants d'Auvergne, 1ére série","No. 2, Baïléro",
21362,"The Holy Sonnets of John Donne, Op. 35","No. 8, Thou Hast Made Me",
21362,"The Holy Sonnets of John Donne, Op. 35","No. 8, Sonnet I. Thou Hast Made Me",
21363,"7 Sonnets of Michelangelo, Op. 22","No. 3, Sonetto 30, Veggio co' bei vostri occhi un dolce lume",
21462,Santa Lucia,,
21603,"The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn""",III. Allegro,
21604,"The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer""",III. Presto,
21604,"The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer""",I. Allegro non moto,
21766,"5 Contredanses, K. 609",No. 1 in C Major,
21825,"Poetic Tone Pictures, Op. 85, B. 161","No. 6, Reverie",
21825,"8 Humoresques, Op. 101, B. 187",No. 6 in B Major. Poco allegretto,
21872,Symphony No. 4,I. Allegretto,
22143,"Viser og vers, Op. 6, FS 14","No. 1, Genrebillede",
22388,Die Csardasfürstin,Tanzen mochte ich,
22388,Die Csardasfürstin,Weisst du es noch,
22868,"Sangen til Danmark, CNW 237 ""Som en rejselysten flåde""",Prelude to Scene,
23308,Variazioni,"Var. 8, Ostinato",
23313,Suite for Symphonic Strings,Estampie,
23313,Suite for Symphonic Strings,VII. Nocturne,
23316,Ricercare No. 57,,
23396,"Violin Sonata No. 1 in G Minor, BWV 1001",I. Adagio,
23396,"Violin Sonata No. 1 in G Minor, BWV 1001",III. Siciliana,
23396,"Violin Sonata No. 1 in G Minor, BWV 1001",I. Adagio - II. Fugue. Allegro,
23419,"Gurre-Lieder, Pt. 1","No. 10, Du wunderliche Tove!",
23494,"Diabelli Variations, Op. 120","Var. 10, Presto",
23494,"Diabelli Variations, Op. 120","Var. 19, Presto",
23494,"Diabelli Variations, Op. 120","Var. 20, Andante",
23494,"Diabelli Variations, Op. 120","Var. 25, Allegro",
23494,"Diabelli Variations, Op. 120","Var. 8, Poco vivace",
23494,"Diabelli Variations, Op. 120","Var. 18, Poco moderato",
23494,"Diabelli Variations, Op. 120","Var. 23, Allegro assai",
23494,"Diabelli Variations, Op. 120","Var. 32, Fuga. Allegro",
23494,"Diabelli Variations, Op. 120","Var. 5, Allegro vivace",
23494,"Diabelli Variations, Op. 120","Var. 3, L'istesso tempo",
23494,"Diabelli Variations, Op. 120","Var. 4, Un poco più vivace",
23494,"Diabelli Variations, Op. 120","Var. 24, Fughetta - Andante",
23494,"Diabelli Variations, Op. 120","Var. 30, Andante, sempre cantabile",
23494,"Diabelli Variations, Op. 120","Var. 6, Allegro ma non troppo e serioso",
23494,"Diabelli Variations, Op. 120","Var. 22, Allegro molto alla Notte e giorno faticar di Mozart",
23500,"Assai tranquillo in B Minor, MWV Q25",,
23501,"Cello Sonata No. 1 in B-Flat Major, Op. 45, MWV Q27",III. Allegro assai,
23506,"Stabat Mater, RV 621",,
23617,"3 Songs, Op. 7","No. 1, Après un rêve (Arr. for Cello & Piano)",
23670,"Symphony No. 2, Op. 9""Antar""",II. Allegro,
23751,"Violin Partita No. 2 in D Minor, BWV 1004 (Arr. F. Busoni)",,
23761,Cavalleria rusticana (Excerpts Sung in German),"Mutter, der Rote war allzu feurig",
23919,"Premier album de Lilian, Op. 139","No. 2, Fugue sans protocole (Princesse à vos ordres)",
23966,"24 Caprices, Op. 1 (Arr. Z. Francescatti for Violin & Piano)",No. 13 in B-Flat Major,
24046,"Lobet den Herrn, alle Heiden, BWV 230",,
24113,Alte Kameraden,,
24171,3-Part Inventions,"No. 1 in C Major, BWV 787",
24171,3-Part Inventions,"No. 2 in C Minor, BWV 788",
24171,3-Part Inventions,"No. 5 in E-Flat Major, BWV 791",
24264,"Pièces de clavecin, Book 2, 7th Ordre in G Major-Minor",V. La Basque,
24264,"Pièces de clavecin, Book 2, 7th Ordre in G Major-Minor",VI. La Chazé,
24264,"Pièces de clavecin, Book 2, 7th Ordre in G Major-Minor",I. La Ménetou,
24264,"Pièces de clavecin, Book 2, 7th Ordre in G Major-Minor",VII. Les Amusemens,
24280,"La bohème, SC 67",E destin! debbo andarmene... Coraggio!,
24288,"Keyboard Concerto in D Minor, Wq. 22",III. Allegro di molto,
24302,"Symphonic Études, Op. 13",Thema. Andante,
24302,"Symphonic Études, Op. 13","Var. 6, Allegro molto",
24302,"Symphonic Études, Op. 13",Finale. Allegro brillante,
24302,"Symphonic Études, Op. 13",,
24341,"Piano Trio No. 4 in E Minor, Op. 90, B. 166 ""Dumky""","VI. Lento maestoso - Vivace, quasi doppio movimento - Lento - Vivace",
24387,"Keyboard Sonata in F Major, Hob. XVI:9",II. Menuet & Trio,
24638,"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein""",I. Allegro con brio,
24775,Meet me tonight in dreamland (Sung in Danish),,
24781,"Violin Sonata No. 2, Op. 35, FS 64",II. Molto adagio,
24821,"Sonata in D Major, No. 1",V. Allegro,
24821,"Sonata in D Major, No. 1",III. Allegro,
24822,"Sonata in F Major, No. 4",II. Allegro,
24823,"Sonata in C Major, No. 3",II. Allegro,
29533,Zing! Went the Strings of My Heart,,
30926,"Les roses d'Ispahan, Op. 39 No. 4",,
34974,The Queen's Fancy,,
36661,"Symphony No. 2 ""Psalms""",I. Psalm 130,
36745,"Suite in D Major, Op. 49, R. 165",III. Gavotte,
36746,"Herz und Mund und Tat und Leben, BWV 147, Pt. 2","No. 10, Chorale ""Jesus bleibet meine Freude"" (Sung in English)",
36815,"Keyboard Partita No. 3 in A Minor, BWV 827",VII. Gigue,
36817,"Keyboard Partita No. 5 in G Major, BWV 829",III. Corrente,
36817,"Keyboard Partita No. 5 in G Major, BWV 829",IV. Sarabande,
36817,"Keyboard Partita No. 5 in G Major, BWV 829",I. Praeambulum,
37048,"La nativité du Seigneur, I/14",II. Les bergers,
37059,"Carmen Suite ""The Carmen Ballet""",I. Introduction and Dance,
37059,"Carmen Suite ""The Carmen Ballet""",IV. Carmen's Entrance and Habanera,
37068,Violin Sonata No. 1,I. Andante,
37075,"12 Fantaisies, No. 6 in D Minor, TWV 40:7",II. Allegro,
37076,"12 Fantaisies, No. 8 in E Minor, TWV 40:9",I. Largo,
37077,"12 Fantaisies, No. 9 in E Major, TWV 40:10",II. Allegro,
37089,"Viola da gamba Sonata in G Major, BWV 1027",II. Allegro ma non tanto,
37304,"Lucia di Lammermoor, Act I",Prelude - Percorrete le spiagge vicine,
37400,"Symphony No. 4 in C Minor, Op. 39 ""Från havsbandet""",I. Moderato,
37401,A l'ombre de Torre Bermeja,,
37423,"Overture in the French Style in B Minor, BWV 831",XI. Echo,
37423,"Overture in the French Style in B Minor, BWV 831",IV. Gavotte II,
37437,Norma,Casta diva,
37437,"Norma, Act I",Adalgisa!,
37657,"Vocalise-étude en forme de Habanera, M.51",,
37931,"Partite diverse sopra Sei gegrüsset, Jesu gütig, BWV 768",Var. 8,
37931,"Partite diverse sopra Sei gegrüsset, Jesu gütig, BWV 768",Var. 10,
37983,"Moderen, Op. 41, FS 94",Tro og hab spiller (Faith & hope Are playing),
38002,"Ich habe genug, BWV 82","III. Schlummert ein, ihr matten Augen",
38098,"Fantasia & Fugue in A Minor, BWV 904",Fantasia,
38216,"5 Studies for the Piano, Anh. Ia/1","No. 1, Study After Chopin",
38228,"Keyboard Sonata in G Major, Wq. 65 No. 22",III. Allegro,
38230,"Keyboard Sonata in C Major, Wq. 62 No. 10",II. Andante un poco,
38231,"Keyboard Sonata in E-Flat Major, Wq. 65 No. 28",III. Allegro,
38231,"Keyboard Sonata in E-Flat Major, Wq. 65 No. 28",I. Allegretto,
38232,"Keyboard Sonata in C Major, Wq. 54 No. 2",I. Allegretto,
38241,"De Profundis, Op. 50b",,
38343,7 Paulistanas,"No. 6, Vivo",
38394,"Piano Quartet No. 1 in G Minor, Op. 25 (Arr. A. Schoenberg for Orchestra)",III. Andante con moto,
38404,Triadic Memories,"Page 44, System 1, Measure 1",
38538,"Keyboard Sonata in G Major, Wq. 65 No. 26",III. Allegretto,
38539,"Keyboard Suite in E Minor, Wq. 62 No. 12, H. 66",II. Courante,
38774,"Die Landlust, TWV 20:33","No. 2, Hier schießt mein Blick",
39208,Italienisches Liederbuch,"No. 13, Hoffärtig seid Ihr, schones Kind",
39208,"Italienisches Liederbuch, Book 1","No. 15, Mein liebster ist so klein",
39208,"Italienisches Liederbuch, Book 1","No. 22, Ein Ständchen Euch zu bringen",
39208,"Italienisches Liederbuch, Book 2","No. 9, Wie soll ich frohlich sein",
39244,"5 Piano Pieces, Op. 3, FS 10","No. 4, Mignon",
39244,"5 Piano Pieces, Op. 3, FS 10","No. 5, Alfedans",
39245,"6 Humoresque-Bagatelles, Op. 11, FS 22","No. 2, Snurretoppen",
39382,6 Pieces for Organ,"Prelude, Fugue and Variation in B Minor, Op. 18, M. 30",
39401,Mass,"No. 6, In Nomine Patris",
39401,Mass,"No. 32, Pax. Communion. Secret Songs",
39431,"18 Chorale Preludes ""Leipziger""","No. 18, Vor deinen Thron, BWV 668",
39431,"18 Chorale Preludes ""Leipziger""","No. 14, Trio super Allein Gott in der Hoh' sei Ehr, BWV 664",
39431,"18 Chorales ""Leipziger""","Nun komm der Heiden Heiland, BWV 659",
39431,"18 Chorales ""Leipziger""","Allein Gott in der Hoh sei Ehr, BWV 663",
39431,"18 Chorales ""Leipziger""","No. 9, Nun komm der Heiden Heiland, BWV 659",
39457,"Aladdin Suite, Op. 34, FS 89",I. Oriental Festival March,
39457,"Aladdin Suite, Op. 34, FS 89",V. The Market Place in Ispahan,
39457,"Aladdin Suite, Op. 34, FS 89",II. Aladdin's Dream & Dance of the Morning Mist,
39457,"Aladdin Suite, Op. 34, FS 89, I. Oriental Festival March",,
39469,Trópico,,
39486,"Madrigals, Book 4","No. 1, Por qué nací entre espejos?",
39519,"Flute Concerto in G Minor, Op. 10 No. 2, RV 439 ""La notte""",VI. Allegro,
39569,Pulcinella Suite,VIII. Minuetto - Finale,
39639,"Lachrimae ""Seven Tears""",XIII. M. George Whitehead His Almand,
39757,"Piano Sonata in B Minor, Op. 91",II. Andante. Vivace,
39812,"Herzlich lieb hab ich dich, o Herr, BWV 1115",,
39865,"Recorder Sonata in C Major, TWV 41:C5",II. Larghetto,
40039,"Cello Suite No. 3, Op. 87",IV. Barcarola. Lento,
40039,"Cello Suite No. 3, Op. 87",VII. Recitativo. Fantastico,
40039,"Cello Suite No. 3, Op. 87",VIII. Moto perpetuo. Presto,
40063,Den Villeste (Arr. J. Hoybye),,
40150,"Die Schöpfung, Hob. XXI:2, Pt. 1","No. 8, Nun beut die Flur das frische Grün",
40150,"Die Schöpfung, Hob. XXI:2, Pt. 1","No. 2, Nun schwanden vor dem heiligen Strahle",
40150,"Die Schöpfung, Hob. XXI:2, Pt. 2","No. 22, Nun scheint in vollem Glanze der Himmel",
40150,"Die Schöpfung, Hob. XXI:2, Pt. 2","No. 14, Und Gott sprach. Es bringe das Wasser in der Fülle hervor",
40150,"The Creation, Hob. XXI:2, Pt. 1","No. 2, Nun schwanden vor dem heiligen Strahle",
40150,"The Creation, Hob. XXI:2, Pt. 2","No. 19, Der Herr ist groß in seiner Macht",
40150,"The Creation, Hob. XXI:2, Pt. 3","No. 32, Holde Gattin, dir zur Seite",
40167,"String Quartet in F Minor, Op. 5, FS 11",I. Allegro non troppo ma energico,
40189,"Some of ""Harmony of Maine""",VII. Turner L. M. —,
40203,5 Pieces for Piano,"No. 4, Ruvido, molto energico",
40273,"Sinfonietta, Op. 1",I. Poco presto ed agitato,
40336,Pastorales for Summer Flute,,
40401,"Prelude, Fugue & Allegro in E-Flat Major, BWV 998",Prelude,
40405,"French Suite No. 5 in G Major, BWV 816",VI. Loure,
40405,"French Suite No. 5 in G Major, BWV 816",VII. Gigue,
40419,"Sonata for Piano Duo, FP 156",III. Andante lirico,
40421,"Élégie for Piano Duo, FP 175",,
40547,"6 Poems, Op. 25","No. 2, En Svane",
40601,"Viola Sonata, Op. 11 No. 4",I. Fantasie. Ruhig,
40645,"V mlhách, JW VIII/22",III. Andantino,
40648,Alto Saxophone Sonata,III. Allegro moderato,
40705,Amicizia,IV. Amabile,
40750,"Serenade und Allegro giocoso, Op. 43, MWV O12",,
40837,Chantefleurs et chantefables,"No. 6, La rose",
40891,"Nach dir, Herr, verlanget mich, BWV 150","II. Nach dir, Herr, verlanget mich",
40896,"Andalucía ""Suite Espagnole""",I. Córdoba,
40905,"Trio Sonata in G Major, Wq. 150, H. 574",I. Allegro,
40906,"Flute Sonata in C Major, Wq. 73",I. Allegro di molto,
40922,"Peer Gynt, Op. 28","No. 5, Tvinnan",
40922,"Peer Gynt, Op. 28","No. 7, Pinsesalme",
40981,5 Motets,"No. 2, Bon",
41041,"Cello Concerto in A Minor, Wq. 170",II. Andante,
41079,"Theme & Variations in D Minor, JS 196",Var. 6,
41105,"The Frog Galliard, P. 23 (Version for Consort)",,
41223,"Recorder Concerto in A Minor, RV 445",III. Allegro,
41223,"Recorder Concerto in A Minor, RV 445",III. (Allegro),
41289,"Liebesträume, S. 541","No. 3, Nocturne in A-Flat Major",
41399,"Clarinet Sonatina, H. 42",I. Modéré,
41430,"Ein ungefärbt Gemüte, BWV 24",I. Ein ungefärbt Gemüte,
41430,"Ein ungefärbt Gemüte, BWV 24","VI. O Gott, du frommer Gott",
41452,"Symphonic Movement in C Minor, MWV N14",,
41503,"Flute Sonata in A Minor, Op. 1 No. 4, HWV 362",IV. Allegro,
41503,"Flute Sonata in A Minor, Op. 1 No. 4, HWV 362",I. Larghetto,
41503,"Recorder Sonata in A Minor, Op. 1 No. 4, HWV 362",III. Adagio,
41503,"Recorder Sonata in F Major, Op. 1 No. 11, HWV 369",IV. Allegro,
41504,"Recorder Sonata in D Minor, HWV 367a",VII. A tempo di menuet,
41526,"Keyboard Sonata in B-Flat Major, Wq. 62 No. 16",I. Allegro,
41526,"Keyboard Sonata in B-Flat Major, Wq. 62 No. 16",II. Andante,
41527,"Keyboard Sonata in C Major, Wq. 53 No. 1","II. Andantino, con tenerezza",
41536,"Capriccio brillant, Op. 22, MWV O8",,
41537,"Concerto for Piano Duo in E Major, MWV O5",II. Adagio non troppo,
41539,"Piano Concerto No. 1 in G Minor, Op. 25, MWV O7",I. Molto allegro con fuoco,
41558,"Keyboard Sonata in G Minor, Wq. 62 No. 18",III. Presto,
41558,"Keyboard Sonata in B Minor, Wq. 53 No. 4",I. Allegretto,
41578,Variations on a Theme of Mozart in E-Flat Major,,
41581,"Pièces de clavecin, Book 3","IV. Les Folies francoises, ou les Dominos. La Fidelite sous le Domino Bleu",
41699,Piæ Cantiones,Iucundare iugiter à 3,
41792,Movements,IV. —,
41792,Movements,III. —,
41864,"Sonata in G Minor, TWV 42:g7",III. Adagio,
41864,"Trio Sonata in G Minor, TWV 42:g7",II. Allegro,
